0.696969697,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.075757576,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
0.628787879,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
0.462121212,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.810606061,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0.856060606,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
0.606060606,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
0.946969697,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.272727273,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0.795454545,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0.613636364,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0.924242424,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0.712121212,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0.454545455,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0.060606061,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0.151515152,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.643939394,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0.378787879,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0.515151515,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0.674242424,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
0.393939394,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0.143939394,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0.893939394,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0.121212121,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0.689393939,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0.598484848,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0.174242424,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0.189393939,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0.227272727,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
0.431818182,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0.022727273,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0.863636364,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0.28030303,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0.5,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.833333333,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0.878787879,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
